customer_id,session_date,age,destination,first_browser,language,booking
132,2021-10-28 23:09:18,,NDF,Mobile Safari,en,1
133,2021-08-19 09:47:15,,US,Chrome,en,1
134,2021-05-25 13:10:57,46.0,US,Chrome,en,1
135,2021-04-19 09:11:39,,NDF,Safari,en,1
136,2021-06-30 07:56:06,,IT,Safari,en,1
137,2021-09-02 16:17:33,36.0,US,Chrome,en,1
138,2021-12-27 09:28:24,,ES,Safari,en,1
139,2021-01-25 06:38:44,44.0,NDF,Chrome,en,1
140,2021-09-16 02:27:05,28.0,US,CoolNovo,en,1
141,2021-01-19 20:23:13,,NDF,IE,en,1
142,2021-01-06 17:13:58,,NDF,Firefox,en,1
143,2021-10-02 06:21:34,59.0,US,Chrome,en,1
144,2021-04-17 20:56:25,,NDF,Chrome,en,1
145,2021-08-30 06:45:19,65.0,NDF,-unknown-,en,1
146,2021-12-15 15:46:37,30.0,other,Firefox,en,1
147,2021-05-08 11:42:30,40.0,NDF,Chrome,en,1
148,2021-11-15 18:47:23,27.0,US,Safari,en,1
149,2021-09-14 10:07:00,,US,Mobile Safari,en,1
150,2021-12-25 22:44:09,,NDF,IE,en,1
151,2021-11-25 04:36:39,,NDF,Firefox,en,1
152,2021-12-26 14:31:15,,NDF,-unknown-,en,1
153,2021-01-27 08:59:51,34.0,NDF,IE,en,1
154,2021-07-06 18:17:06,,NDF,IE,en,1
155,2021-01-24 17:13:33,33.0,other,Firefox,en,1
156,2021-05-14 00:56:47,20.0,NDF,Chrome,it,1
157,2021-08-22 01:36:38,49.0,NDF,-unknown-,en,1
158,2021-07-29 01:08:56,,NDF,Mobile Safari,en,1
159,2021-02-08 23:48:11,33.0,US,Chrome,en,1
160,2021-08-16 05:52:17,,NDF,Mobile Safari,en,1
161,2021-09-20 06:10:54,41.0,other,Safari,en,1
162,2021-09-27 17:38:52,35.0,NDF,Chrome,en,1
163,2021-07-02 00:38:12,105.0,US,Safari,en,1
164,2021-09-11 22:17:40,,NDF,Safari,en,1
165,2021-02-18 03:37:16,,NDF,Chrome,en,1
166,2021-05-07 18:11:13,,US,Chrome,en,1
167,2021-02-22 20:55:37,42.0,US,-unknown-,en,1
168,2021-08-04 01:55:18,24.0,NDF,Mobile Safari,en,1
169,2021-12-27 15:18:03,33.0,US,Firefox,en,1
170,2021-01-08 11:38:52,33.0,US,Safari,en,1
171,2021-02-26 10:37:28,105.0,US,IE,en,1
172,2021-02-13 03:50:06,,NDF,Chrome,en,1
173,2021-03-23 01:44:14,34.0,NDF,Mobile Safari,en,1
174,2021-07-03 03:55:29,33.0,NDF,Chrome,en,1
175,2021-06-28 22:20:35,,NDF,Chrome,en,1
176,2021-11-16 10:53:41,,NDF,IE,en,1
177,2021-08-15 19:42:41,,FR,-unknown-,en,1
178,2021-12-22 07:35:49,,NDF,-unknown-,en,1
179,2021-02-19 04:49:57,,NDF,Safari,en,1
180,2021-01-16 07:41:48,69.0,US,Mobile Safari,en,1
181,2021-10-14 04:07:05,35.0,other,-unknown-,en,1
182,2021-01-13 10:43:09,45.0,US,Mobile Safari,en,1
183,2021-09-14 16:07:09,31.0,NDF,Safari,en,1
184,2021-01-02 01:24:23,45.0,NDF,Safari,en,1
185,2021-04-24 08:14:32,,NDF,Mobile Safari,en,1
186,2021-10-29 22:11:14,,NDF,-unknown-,en,1
187,2021-04-05 21:46:18,,NDF,Firefox,en,1
188,2021-08-04 20:08:34,47.0,NDF,Firefox,en,1
189,2021-10-09 05:39:26,,NDF,Safari,en,1
190,2021-05-19 03:36:27,31.0,US,Mobile Safari,en,1
191,2021-11-15 10:31:40,26.0,US,Chrome,en,1
192,2021-08-03 11:10:08,,NDF,-unknown-,en,1
193,2021-12-17 03:49:37,,NDF,Chrome,en,1
194,2021-09-22 07:14:30,40.0,US,Safari,en,1
195,2021-06-11 20:18:35,31.0,US,Chrome,en,1
196,2021-07-18 00:01:29,38.0,other,Safari,en,1
197,2021-01-01 17:49:34,47.0,other,Safari,en,1
198,2021-01-14 22:37:21,,NDF,Firefox,en,1
199,2021-02-13 13:13:13,28.0,NDF,Mobile Safari,en,1
200,2021-09-26 19:48:08,41.0,other,Mobile Safari,en,1
201,2021-02-17 21:05:49,44.0,NDF,Firefox,en,1
202,2021-06-06 14:41:18,29.0,other,IE,en,1
203,2021-02-27 14:46:58,,NDF,IE,en,1
204,2021-09-27 14:20:11,26.0,US,Safari,en,1
205,2021-02-17 04:33:59,,NDF,Firefox,en,1
206,2021-05-29 16:03:15,,NDF,Mobile Safari,en,1
207,2021-06-26 17:28:05,,NDF,Safari,en,1
208,2021-05-18 13:53:17,,NDF,Firefox,en,1
209,2021-12-08 15:30:33,23.0,NDF,Chrome,en,1
210,2021-09-16 05:53:39,30.0,US,Chrome,en,1
211,2021-06-08 15:02:55,,NDF,Chrome,en,1
212,2021-06-27 11:36:43,31.0,NDF,IE,en,1
213,2021-10-23 16:16:30,41.0,other,Safari,en,1
214,2021-08-27 03:20:02,19.0,NDF,Safari,en,1
215,2021-03-24 23:24:22,,NDF,-unknown-,en,1
216,2021-04-18 10:42:15,40.0,FR,-unknown-,en,1
217,2021-12-15 08:01:55,22.0,NDF,Chrome,en,1
218,2021-09-20 17:24:07,50.0,NDF,Safari,en,1
219,2021-05-25 01:10:48,41.0,NDF,Safari,en,1
220,2021-11-09 21:06:15,,NDF,Firefox,en,1
221,2021-07-31 22:25:55,26.0,US,-unknown-,en,1
222,2021-03-12 03:39:58,25.0,US,-unknown-,en,1
223,2021-11-22 12:02:01,60.0,NDF,IE,en,1
224,2021-09-13 04:59:53,30.0,NDF,Chrome,en,1
225,2021-11-05 11:58:16,,NDF,Android Browser,en,1
226,2021-07-26 12:02:15,26.0,US,Chrome,en,1
227,2021-10-24 17:16:35,25.0,US,Chrome,en,1
228,2021-03-16 13:35:42,105.0,US,Mobile Safari,en,1
229,2021-02-23 13:44:06,33.0,US,Chrome,en,1
230,2021-10-16 15:43:51,41.0,NDF,Chrome,en,1
231,2021-02-21 12:18:21,,NDF,Chrome,en,1
232,2021-05-30 02:25:51,,NDF,Mobile Safari,en,1
233,2021-07-23 13:43:04,,US,Firefox,en,1
234,2021-05-15 06:52:09,39.0,US,Chrome,en,1
235,2021-08-28 18:40:17,38.0,US,Safari,en,1
236,2021-10-18 16:06:53,65.0,NDF,Chrome,en,1
237,2021-07-01 03:42:30,39.0,NDF,Firefox,en,1
238,2021-11-08 01:32:53,,NDF,IE,en,1
239,2021-02-02 16:36:44,29.0,US,Chrome,en,1
240,2021-02-25 15:49:16,29.0,NDF,Chrome,en,1
241,2021-08-23 03:04:13,40.0,US,Chrome,en,1
242,2021-12-26 12:06:56,,other,Safari,en,1
243,2021-06-28 07:12:58,40.0,US,Safari,en,1
244,2021-12-27 10:27:24,,NDF,Firefox,en,1
245,2021-02-24 08:17:15,39.0,IT,Safari,en,1
246,2021-08-31 09:45:32,25.0,other,Chrome,en,1
247,2021-05-28 11:13:46,30.0,US,Chrome,en,1
248,2021-10-21 06:08:13,,NDF,Mobile Safari,en,1
249,2021-08-15 06:13:20,49.0,other,Safari,en,1
250,2021-11-11 06:10:51,,US,-unknown-,en,1
251,2021-08-24 02:38:44,26.0,NDF,Chrome,en,1
252,2021-04-30 11:05:47,37.0,NDF,Safari,en,1
253,2021-11-21 02:17:45,,NDF,-unknown-,en,1
254,2021-11-22 01:11:00,,NDF,-unknown-,en,1
255,2021-12-09 19:40:13,57.0,NDF,IE,en,1
256,2021-04-18 08:41:51,32.0,IT,Chrome,en,1
257,2021-09-02 05:08:17,,US,Safari,en,1
258,2021-06-23 08:43:44,,NDF,-unknown-,en,1
259,2021-05-26 00:35:21,,NDF,-unknown-,en,1
260,2021-03-09 05:31:38,,NDF,Chrome,en,1
261,2021-03-12 16:35:39,31.0,NDF,Safari,en,1
262,2021-11-06 18:54:33,,NDF,-unknown-,en,1
263,2021-01-14 13:23:56,,US,IE,ru,1
264,2021-11-09 17:41:52,25.0,US,Chrome,en,1
265,2021-01-18 12:10:03,29.0,NDF,Safari,en,1
266,2021-09-03 00:06:10,27.0,US,Chrome,en,1
267,2021-08-12 17:48:52,32.0,FR,Safari,en,1
268,2021-04-21 02:04:44,,US,Safari,en,1
269,2021-06-02 00:05:27,,NDF,-unknown-,en,1
270,2021-03-19 05:54:40,30.0,US,Safari,en,1
271,2021-07-23 05:35:21,23.0,NDF,Firefox,en,1
272,2021-06-30 19:46:09,38.0,US,IE,en,1
273,2021-07-31 11:59:39,25.0,NDF,Chrome,en,1
274,2021-04-13 23:10:46,23.0,US,Chrome,en,1
275,2021-06-19 10:13:49,,US,Chrome,en,1
276,2021-09-10 08:43:11,34.0,US,Chrome,en,1
277,2021-08-28 08:31:04,34.0,NDF,Chrome,it,1
278,2021-12-10 02:57:12,,NDF,IE,fr,1
279,2021-05-17 03:12:10,,NDF,Chrome,en,1
280,2021-09-09 01:12:08,37.0,US,Firefox,en,1
281,2021-12-05 22:25:35,,NDF,-unknown-,en,1
282,2021-05-21 15:20:27,34.0,US,Chrome,en,1
283,2021-08-12 21:02:17,,US,Chrome,en,1
284,2021-02-17 13:49:53,,NDF,Firefox,en,1
285,2021-10-09 22:01:29,,NDF,Firefox,en,1
286,2021-12-04 17:51:57,84.0,FR,Safari,en,1
287,2021-06-12 23:31:27,54.0,IT,IE,en,1
288,2021-02-24 14:21:48,40.0,US,Android Browser,en,1
289,2021-04-10 16:28:49,43.0,NDF,-unknown-,en,1
290,2021-04-23 18:39:10,48.0,US,IE,en,1
291,2021-11-27 04:24:51,36.0,NDF,Safari,en,1
292,2021-05-19 23:36:12,,US,IE,en,1
293,2021-02-12 21:48:17,29.0,US,Safari,en,1
294,2021-11-03 08:02:24,30.0,US,IE,en,1
295,2021-12-17 11:52:19,,US,Mobile Safari,en,1
296,2021-09-07 06:53:20,,NDF,Chrome,en,1
297,2021-06-01 22:31:03,30.0,US,Mobile Safari,en,1
298,2021-08-28 06:42:09,38.0,US,Mobile Safari,en,1
299,2021-09-16 09:48:07,,NDF,Safari,en,1
300,2021-08-21 00:32:37,58.0,US,Chrome,en,1
301,2021-11-21 10:21:08,35.0,US,IE,en,1
302,2021-03-17 11:05:32,,NDF,Safari,en,1
303,2021-08-13 07:17:40,,NDF,-unknown-,en,1
304,2021-07-13 03:53:34,29.0,NDF,Firefox,en,1
305,2021-07-13 23:30:39,26.0,US,Mobile Safari,en,1
306,2021-10-22 18:12:27,30.0,other,Firefox,en,1
307,2021-05-11 05:04:39,,NDF,Chrome,en,1
308,2021-03-11 13:25:14,2014.0,US,Firefox,en,1
309,2021-03-25 21:58:16,,NDF,-unknown-,en,1
310,2021-07-29 14:14:19,39.0,NDF,Chrome,en,1
311,2021-06-26 16:30:15,,FR,Mobile Safari,en,1
312,2021-04-24 19:26:19,41.0,US,Firefox,en,1
313,2021-05-03 16:16:24,19.0,IT,-unknown-,en,1
314,2021-07-20 14:15:18,59.0,US,Mobile Safari,en,1
315,2021-02-03 22:25:30,35.0,US,Firefox,en,1
316,2021-03-18 09:11:09,,NDF,Safari,en,1
317,2021-09-29 07:57:10,33.0,US,Chrome,en,1
318,2021-08-07 07:47:19,26.0,NDF,Chrome,en,1
319,2021-12-16 04:55:27,,US,Safari,en,1
320,2021-03-14 10:02:18,39.0,NDF,Mobile Safari,en,1
321,2021-10-25 21:57:32,31.0,NDF,Safari,en,1
322,2021-05-22 23:13:00,57.0,US,Safari,en,1
323,2021-01-11 03:17:00,35.0,NDF,Safari,en,1
324,2021-03-13 15:09:36,25.0,US,Chrome,en,1
325,2021-08-27 03:06:41,,NDF,Mobile Safari,en,1
326,2021-08-15 09:02:56,,NDF,Chrome,en,1
327,2021-05-15 10:32:26,,NDF,Firefox,en,1
328,2021-03-29 04:41:03,33.0,US,Chrome,en,1
329,2021-01-16 05:31:51,,NDF,Mobile Safari,en,1
330,2021-11-22 00:07:07,,other,Chrome,en,1
331,2021-10-08 17:17:45,26.0,US,Chrome,en,1
332,2021-02-01 12:18:39,,NDF,Safari,en,1
333,2021-05-20 19:28:43,,NDF,Safari,en,1
334,2021-07-01 18:16:09,31.0,US,-unknown-,en,1
335,2021-01-14 03:45:35,59.0,NDF,Chrome,en,1
336,2021-11-26 19:18:04,,NDF,Chrome,en,1
337,2021-10-09 12:02:38,38.0,NDF,Safari,en,1
338,2021-10-27 22:36:03,34.0,US,Chrome,en,1
339,2021-10-14 01:30:59,57.0,US,Mobile Safari,en,1
340,2021-02-22 14:07:45,,NDF,Chrome,es,1
341,2021-04-29 16:24:15,,NDF,Chrome,en,1
342,2021-01-13 12:19:23,,NDF,Chrome,en,1
343,2021-11-03 09:22:59,,NDF,Mobile Safari,en,1
344,2021-09-21 07:21:19,38.0,GB,IE,en,1
345,2021-12-02 06:55:18,31.0,US,-unknown-,en,1
346,2021-07-11 01:22:53,,NDF,Firefox,en,1
347,2021-11-28 07:38:09,41.0,NDF,Mobile Safari,en,1
348,2021-03-11 22:33:15,42.0,US,IE,en,1
349,2021-09-03 10:48:57,26.0,ES,Chrome,en,1
350,2021-12-01 06:32:31,,US,Safari,en,1
351,2021-05-30 22:57:03,,NDF,IE,en,1
352,2021-10-06 11:43:36,43.0,NDF,Chrome,en,1
353,2021-04-27 05:51:05,28.0,NDF,Chrome,en,1
354,2021-08-21 13:45:43,31.0,US,Mobile Safari,en,1
355,2021-02-13 01:52:46,25.0,NDF,Safari,en,1
356,2021-01-24 17:05:02,39.0,US,Chrome,en,1
357,2021-07-11 22:05:57,50.0,US,IE,en,1
358,2021-01-17 08:10:51,27.0,NDF,Chrome,zh,1
359,2021-11-04 13:15:40,37.0,US,Mobile Safari,en,1
360,2021-02-20 12:46:45,59.0,NDF,Chrome,en,1
361,2021-09-20 05:54:02,,GB,Firefox,en,1
362,2021-11-26 01:08:00,,NDF,Safari,en,1
363,2021-09-29 21:10:57,,NDF,Chrome,en,1
364,2021-11-22 03:48:03,,NDF,Chrome,en,1
365,2021-01-03 09:36:55,,NDF,-unknown-,en,1
366,2021-10-06 11:29:35,41.0,US,Firefox,en,1
367,2021-08-22 13:38:37,,NDF,Safari,en,1
368,2021-12-12 06:14:05,,NDF,Safari,en,1
369,2021-06-17 12:16:21,,NDF,Chrome,en,1
370,2021-07-27 11:44:52,,NDF,Chrome,en,1
371,2021-04-04 15:28:02,40.0,other,Chrome,en,1
372,2021-12-01 12:43:01,47.0,ES,Chrome,en,1
373,2021-12-01 23:52:31,22.0,US,Safari,en,1
374,2021-12-23 12:38:49,31.0,FR,Firefox,en,1
375,2021-09-06 14:09:20,,NDF,IE,en,1
376,2021-09-17 09:40:05,52.0,US,Firefox,en,1
377,2021-07-30 10:05:09,48.0,NDF,Safari,en,1
378,2021-10-10 20:22:50,30.0,NDF,-unknown-,en,1
379,2021-08-04 14:29:28,30.0,NDF,-unknown-,en,1
380,2021-04-11 17:10:13,27.0,NDF,Chrome,en,1
381,2021-10-16 12:37:56,,FR,Chrome,en,1
382,2021-10-03 09:45:47,,NDF,Safari,en,1
383,2021-05-29 15:24:20,26.0,US,Chrome,en,1
384,2021-02-01 15:30:25,,NDF,-unknown-,en,1
385,2021-06-14 02:15:53,,NDF,Mobile Safari,en,1
386,2021-06-18 23:48:39,42.0,ES,Firefox,en,1
387,2021-09-27 16:32:50,,NDF,Safari,en,1
388,2021-07-05 01:21:19,42.0,NDF,Firefox,en,1
389,2021-04-11 18:59:23,48.0,US,Mobile Safari,en,1
390,2021-04-15 19:08:48,,NDF,Safari,en,1
391,2021-04-13 03:14:26,34.0,US,Chrome,en,1
392,2021-04-19 21:08:50,27.0,US,Chrome,en,1
393,2021-02-15 19:33:33,,NDF,AOL Explorer,en,1
394,2021-01-25 19:38:58,,NDF,-unknown-,en,1
395,2021-06-30 18:36:08,,NDF,Firefox,en,1
396,2021-09-08 07:38:20,,NDF,Safari,en,1
397,2021-11-12 15:02:20,35.0,NDF,Mobile Safari,en,1
398,2021-12-16 21:40:34,54.0,US,Firefox,en,1
399,2021-05-05 12:16:43,44.0,ES,Safari,en,1
400,2021-08-05 14:53:25,39.0,NDF,Chrome,en,1
401,2021-08-21 10:02:32,,NDF,Chrome,en,1
402,2021-09-30 14:39:45,,NDF,Chrome,en,1
403,2021-03-23 14:11:50,,US,Safari,en,1
404,2021-12-19 01:42:54,56.0,US,Safari,en,1
405,2021-08-22 11:14:24,38.0,US,Safari,en,1
406,2021-04-14 20:56:57,36.0,US,-unknown-,en,1
407,2021-12-04 21:06:51,,US,Firefox,en,1
408,2021-04-18 06:57:21,,NDF,Safari,en,1
409,2021-10-07 08:38:34,36.0,US,Safari,en,1
410,2021-09-15 00:58:40,,US,Safari,en,1
411,2021-04-01 11:03:47,56.0,NDF,Mobile Safari,en,1
412,2021-10-22 19:05:35,,GB,IE,en,1
413,2021-11-27 21:54:54,,NDF,IE,tr,1
414,2021-01-29 14:58:09,38.0,NDF,Safari,en,1
415,2021-10-06 17:36:48,,FR,Firefox,en,1
416,2021-09-14 14:50:44,60.0,US,Firefox,en,1
417,2021-03-16 05:41:44,47.0,NDF,-unknown-,en,1
418,2021-10-24 13:21:18,,US,Mobile Safari,en,1
419,2021-01-08 16:12:54,25.0,NDF,Mobile Safari,en,1
420,2021-06-17 20:41:31,35.0,NDF,Chrome,en,1
421,2021-07-12 12:43:34,30.0,US,Mobile Safari,en,1
422,2021-11-20 09:46:58,27.0,NDF,Chrome,en,1
423,2021-10-13 17:07:34,45.0,US,Firefox,en,1
424,2021-08-08 10:58:48,,NDF,-unknown-,en,1
425,2021-08-31 01:11:57,,NDF,-unknown-,en,1
426,2021-05-20 23:54:14,27.0,US,Firefox,en,1
427,2021-06-25 09:35:49,36.0,NDF,-unknown-,en,1
428,2021-02-23 05:15:33,31.0,NDF,Chrome,en,1
429,2021-11-13 17:52:39,,NDF,-unknown-,en,1
430,2021-11-19 08:48:24,,NDF,Chrome,en,1
431,2021-12-17 12:49:50,33.0,NDF,Chrome,en,1
432,2021-05-02 11:32:39,38.0,US,IE,en,1
433,2021-12-03 12:18:07,35.0,US,-unknown-,en,1
434,2021-05-19 12:00:18,,NDF,Mobile Safari,en,1
435,2021-02-03 13:29:57,30.0,US,Chrome,en,1
436,2021-07-25 18:30:40,,NDF,Firefox,en,1
437,2021-12-06 10:54:24,,US,Chrome,en,1
438,2021-07-03 17:31:32,30.0,US,Chrome,en,1
439,2021-01-17 14:33:57,,NDF,Firefox,en,1
440,2021-05-15 01:14:07,38.0,US,Safari,en,1
441,2021-06-27 03:24:52,,NDF,Firefox,en,1
442,2021-08-15 16:22:23,,NDF,-unknown-,en,1
443,2021-04-21 17:03:12,38.0,US,-unknown-,en,1
444,2021-12-31 23:55:28,24.0,NDF,Safari,en,1
445,2021-12-12 07:47:58,,NDF,Mobile Safari,en,1
446,2021-09-18 10:23:01,,NDF,Chrome,en,1
447,2021-11-17 05:51:23,33.0,ES,Safari,en,1
448,2021-08-13 10:07:05,37.0,US,Safari,en,1
449,2021-09-21 08:04:36,35.0,US,Safari,en,1
450,2021-05-14 18:59:01,46.0,US,Firefox,en,1
451,2021-11-17 01:38:38,27.0,NDF,Safari,en,1
452,2021-12-26 00:39:52,27.0,US,Chrome,en,1
453,2021-03-11 02:46:36,34.0,other,Firefox,en,1
454,2021-05-19 15:31:34,40.0,NDF,Chrome,en,1
455,2021-01-07 10:17:50,,NDF,-unknown-,en,1
456,2021-12-27 06:02:03,24.0,NDF,-unknown-,en,1
457,2021-07-16 18:26:08,37.0,NDF,Chrome,en,1
458,2021-01-01 07:59:04,,NDF,Safari,en,1
459,2021-07-26 03:58:03,,NDF,Chrome,en,1
460,2021-08-19 13:04:25,25.0,NDF,Chrome,en,1
461,2021-11-16 22:30:09,,NDF,IE,en,1
462,2021-01-05 05:49:14,39.0,NDF,Firefox,en,1
463,2021-06-03 07:31:21,,US,Chrome,en,1
464,2021-09-12 06:03:22,29.0,other,Chrome,en,1
